ID,ServiceName,ServiceType,Suburb,Postcode,Size,OverallRating,Long Day Care,Preschool/Kinder - Part of a School,Preschool/Kinder - Standalone,After School Care,Before School Care,Vacation Care,Temporarily Closed,Cost Per Day
2627,St Augustine's PS OSHC - Extend,Centre-Based Care,WODONGA,3690,40,Working Towards NQS,No,No,No,Yes,No,Yes,No,170
2628,Darley Primary School Out of School Hours Care,Centre-Based Care,BACCHUS MARSH,3340,75,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,113
2629,HT After Care,Centre-Based Care,MOUNT WAVERLEY,3149,30,Meeting NQS,No,No,No,Yes,No,No,No,58
2630,Arndell Park Kindergarten,Centre-Based Care,TRUGANINA,3029,72,Exceeding NQS,No,No,Yes,No,No,No,No,63
2631,School Support Services - Mt Duneed OSHC,Centre-Based Care,MOUNT DUNEED,3216,35,Meeting NQS,No,No,No,Yes,No,No,No,52
2632,Kelly Club OSHC Portarlington Primary School,Centre-Based Care,PORTARLINGTON,3223,30,Working Towards NQS,No,No,No,Yes,Yes,No,No,77
2633,Cambrian Preschool,Centre-Based Care,WEST MELTON,3337,60,Excellent,No,No,Yes,No,No,No,No,169
2634,Darebin Community Sports Stadium Vacation Care,Centre-Based Care,RESERVOIR,3073,90,Meeting NQS,No,No,No,No,No,Yes,No,93
2635,Tate Street Out of School Hours Care Service,Centre-Based Care,EAST GEELONG,3219,54,Working Towards NQS,No,No,No,Yes,No,No,No,79
2636,Cire Outside School Hours Care Badger Creek,Centre-Based Care,HEALESVILLE,3777,30,Meeting NQS,No,No,No,Yes,Yes,Yes,No,148
2637,Brighton Grammar School  Peter Toms Early Learning Centre,Centre-Based Care,BRIGHTON,3186,88,Exceeding NQS,No,No,Yes,No,No,No,No,79
2638,Camp Australia - Montpellier Primary School OSHC,Centre-Based Care,HIGHTON,3216,120,Meeting NQS,No,No,No,Yes,Yes,Yes,No,184
2639,Mount Waverley PS OSHC - Extend,Centre-Based Care,MOUNT WAVERLEY,3149,84,Meeting NQS,No,No,No,Yes,Yes,Yes,No,55
2640,Camp Australia - Girton Grammar OSHC,Centre-Based Care,BENDIGO,3550,45,Meeting NQS,No,No,No,Yes,No,Yes,No,120
2641,Parkhill Primary School OSHClub,Centre-Based Care,ASHWOOD,3147,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,124
2642,Echuca Holiday & After School Care Programs Inc,Centre-Based Care,ECHUCA,3564,30,Working Towards NQS,No,No,No,Yes,No,Yes,No,156
2643,Camp Australia - South Geelong Primary School OSHC,Centre-Based Care,GEELONG,3220,53,Meeting NQS,No,No,No,Yes,Yes,No,No,98
2644,YMCA Truganina South Early Learning Centre & YMCA Truganina South Outside School Hours Care,Centre-Based Care,TRUGANINA,3029,239,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,74
2645,Melton Central Preschool,Centre-Based Care,MELTON,3337,30,Exceeding NQS,No,No,Yes,No,No,No,No,107
2646,Grovedale West Primary School Outside School Hours Care Program,Centre-Based Care,GROVEDALE,3216,75,Meeting NQS,No,No,No,Yes,Yes,No,No,84
2647,Derrimut Early Learning Centre & YMCA Derrimut Outside School Hours Care,Centre-Based Care,DERRIMUT,3026,381,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,171
2648,Buddies Early Learning Centre,Centre-Based Care,BENTLEIGH,3204,49,Exceeding NQS,Yes,No,No,No,No,No,No,120
2649,Youth Leadership Victoria St Michael's,Centre-Based Care,NORTH MELBOURNE,3051,50,Meeting NQS,No,No,No,Yes,Yes,No,No,169
2650,Holbury Children's Centre,Centre-Based Care,BLACKBURN SOUTH,3130,29,Exceeding NQS,Yes,No,No,No,No,No,No,67
2651,Birmingham Primary School OSHC,Centre-Based Care,MOUNT EVELYN,3796,97,Working Towards NQS,No,No,No,Yes,Yes,No,No,139
2652,Deepdene Primary School OSHClub,Centre-Based Care,BALWYN,3103,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,148
2653,Warranwood PS TheirCare,Centre-Based Care,WARRANWOOD,3134,37,Exceeding NQS,No,No,No,Yes,Yes,No,No,98
2654,Little Saints Early Learning Centre - Moe,Centre-Based Care,MOE,3825,75,Meeting NQS,Yes,No,No,No,No,Yes,No,185
2655,Kidzone OSHC - Romsey,Centre-Based Care,ROMSEY,3434,45,Exceeding NQS,No,No,No,Yes,Yes,Yes,No,74
2656,Mount Evelyn Primary School Combined OSHC,Centre-Based Care,MOUNT EVELYN,3796,120,Exceeding NQS,No,No,No,Yes,Yes,Yes,No,64
2657,Camp Australia - Croydon Primary School OSHC,Centre-Based Care,CROYDON,3136,30,Meeting NQS,No,No,No,Yes,Yes,No,No,91
2658,Arnolds Creek Kindergarten,Centre-Based Care,WEST MELTON,3337,71,Exceeding NQS,No,No,Yes,No,No,No,No,58
2659,Northwest Montessori Preschool,Centre-Based Care,COBURG,3058,50,Meeting NQS,No,Yes,No,No,No,No,No,127
2660,Wooranna Park Primary School OSHC - Extend,Centre-Based Care,DANDENONG NORTH,3175,24,Meeting NQS,No,No,No,Yes,Yes,No,No,151
2661,Heidelberg Primary School - School Age Care Program,Centre-Based Care,HEIDELBERG,3084,140,Meeting NQS,No,No,No,Yes,Yes,No,No,163
2662,Camp Australia - Wattle Glen Primary School OSHC,Centre-Based Care,WATTLE GLEN,3096,35,Meeting NQS,No,No,No,Yes,Yes,No,No,51
2663,Malvern PS TheirCare,Centre-Based Care,MALVERN,3144,75,Meeting NQS,No,No,No,Yes,Yes,Yes,No,166
2664,Wallarano OSHClub,Centre-Based Care,NOBLE PARK,3174,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,189
2665,Moonstar Kids Academy,Centre-Based Care,BROADMEADOWS,3047,47,Working Towards NQS,Yes,No,No,No,No,No,No,88
2666,Spensley Street Primary School Out of School Hours Care,Centre-Based Care,CLIFTON HILL,3068,110,Exceeding NQS,No,No,No,Yes,Yes,No,No,94
2667,Pascoe Vale North PS TheirCare,Centre-Based Care,PASCOE VALE,3044,69,Meeting NQS,No,No,No,Yes,Yes,Yes,No,175
2668,Kororoit Creek Kindergarten,Centre-Based Care,BURNSIDE HEIGHTS,3023,99,Meeting NQS,No,Yes,No,No,No,No,No,83
2669,Rosanna Golf Links PS TheirCare,Centre-Based Care,ROSANNA,3084,110,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,175
2670,Kathleen Kelly Kindergarten,Centre-Based Care,MILDURA,3500,50,Meeting NQS,No,No,Yes,No,No,No,No,153
2671,Eaglehawk Preschool,Centre-Based Care,EAGLEHAWK,3556,29,Meeting NQS,No,No,Yes,No,No,No,No,75
2672,Kalbarri Kindergarten,Centre-Based Care,PORTLAND,3305,30,Exceeding NQS,No,Yes,No,No,No,No,No,54
2673,Kalinda PS TheirCare,Centre-Based Care,RINGWOOD,3134,83,Meeting NQS,No,No,No,Yes,Yes,Yes,No,104
2674,St Paul's OSHClub,Centre-Based Care,BENTLEIGH,3204,45,Meeting NQS,No,No,No,Yes,Yes,No,No,71
2675,Camp Australia - Craigieburn Primary School OSHC,Centre-Based Care,CRAIGIEBURN,3064,80,Meeting NQS,No,No,No,Yes,Yes,No,No,141
2676,St Matthew's School OSHC - Extend,Centre-Based Care,FAWKNER,3060,32,Exceeding NQS,No,No,No,Yes,Yes,No,No,174
2677,YMCA Kororoit Creek Early Learning Centre & YMCA Kororoit Creek Outside School Hours Care,Centre-Based Care,BURNSIDE HEIGHTS,3023,215,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,200
2678,Warrnambool City Council OSHC Service - Vacation Care,Centre-Based Care,WARRNAMBOOL,3280,105,Meeting NQS,No,No,No,No,No,Yes,No,58
2679,Our Kids,Centre-Based Care,NUNAWADING,3131,45,Meeting NQS,Yes,No,No,No,No,No,No,50
2680,Doncaster Gardens Preschool,Centre-Based Care,DONCASTER EAST,3109,26,Meeting NQS,No,No,Yes,No,No,No,No,112
2681,Young Einsteins Early Learning Centre,Centre-Based Care,DANDENONG,3175,43,Meeting NQS,Yes,No,No,No,No,No,No,199
2682,Monbulk OSHClub,Centre-Based Care,MONBULK,3793,30,Meeting NQS,No,No,No,Yes,Yes,No,No,145
2683,Big Childcare - Roxburgh Homestead PS OSHC,Centre-Based Care,ROXBURGH PARK,3064,110,Meeting NQS,No,No,No,Yes,Yes,Yes,No,176
2684,Port Fairy Community Services Centre,Centre-Based Care,PORT FAIRY,3284,98,Exceeding NQS,Yes,No,No,No,No,No,No,81
2685,St Anne's OSHClub,Centre-Based Care,SUNBURY,3429,70,Meeting NQS,No,No,No,Yes,Yes,Yes,No,85
2686,Mt Pleasant Kindergarten,Centre-Based Care,NUNAWADING,3131,44,Exceeding NQS,No,Yes,No,Yes,Yes,No,No,175
2687,Camp Australia - Our Lady's Primary School - Craigieburn OSHC,Centre-Based Care,CRAIGIEBURN,3064,40,Meeting NQS,No,No,No,Yes,Yes,Yes,Yes,127
2688,Kelly Club OSHC Preshil School,Centre-Based Care,KEW,3101,30,Meeting NQS,No,No,No,Yes,No,No,No,195
2689,Camp Australia - Drysdale Primary School OSHC,Centre-Based Care,DRYSDALE,3222,80,Meeting NQS,No,No,No,Yes,Yes,No,No,124
2690,YMCA Craigieburn West Early Learning Centre and OSHC,Centre-Based Care,CRAIGIEBURN,3064,152,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,94
2691,St Anthony's Primary OSHClub,Centre-Based Care,MELTON SOUTH,3338,100,Exceeding NQS,No,No,No,Yes,Yes,No,No,91
2692,BASC Out of School Hours Care,Centre-Based Care,OCEAN GROVE,3226,33,Meeting NQS,No,No,No,Yes,Yes,No,Yes,100
2693,After The Bell Aus- Melbourne Girls Grammar School ELC OSHC,Centre-Based Care,SOUTH YARRA,3141,27,Meeting NQS,No,No,No,Yes,Yes,Yes,No,176
2694,Mandama Primary School Combined OSHC,Centre-Based Care,GROVEDALE,3216,75,Meeting NQS,No,No,No,Yes,Yes,No,No,67
2695,GEKA Caulfield South Kindergarten,Centre-Based Care,CAULFIELD SOUTH,3162,30,Exceeding NQS,No,No,Yes,No,No,No,No,177
2696,GEKA Orrong Road Kindergarten,Centre-Based Care,ELSTERNWICK,3185,51,Exceeding NQS,No,No,Yes,No,No,No,No,137
2697,Kinglake Ranges Children's Centre,Centre-Based Care,KINGLAKE CENTRAL,3757,120,Meeting NQS,Yes,Yes,No,No,No,No,No,164
2698,Camp Australia - St Patrick's Primary School Pakenham OSHC,Centre-Based Care,PAKENHAM,3810,105,Exceeding NQS,No,No,No,Yes,Yes,Yes,No,64
2699,Bundoora PS TheirCare,Centre-Based Care,BUNDOORA,3083,50,Meeting NQS,No,No,No,Yes,Yes,No,No,139
2700,Holy Spirit School OSHC - Extend,Centre-Based Care,THORNBURY,3071,30,Meeting NQS,No,No,No,Yes,No,No,No,50
2701,Bayside Christian College Early Learning Centre,Centre-Based Care,LANGWARRIN,3910,30,Exceeding NQS,Yes,Yes,No,No,No,No,No,162
2702,Our Lady of Mount Carmel OSHClub,Centre-Based Care,SUNBURY,3429,60,Meeting NQS,No,No,No,Yes,Yes,No,No,83
2703,Nido Early School Westmeadows,Centre-Based Care,WESTMEADOWS,3049,99,Working Towards NQS,Yes,No,No,Yes,Yes,Yes,No,178
2704,St Mary's OSHClub Whittlesea,Centre-Based Care,WHITTLESEA,3757,45,Meeting NQS,No,No,No,Yes,Yes,Yes,No,139
2705,Vermont Primary School Outside School Hours Child Care Service,Centre-Based Care,VERMONT,3133,100,Exceeding NQS,No,No,No,Yes,Yes,Yes,No,123
2706,Monbulk Preschool,Centre-Based Care,MONBULK,3793,45,Exceeding NQS,No,No,Yes,No,No,No,No,61
2707,Haddon Community Childcare,Centre-Based Care,HADDON,3351,23,Meeting NQS,Yes,No,No,No,No,No,No,153
2708,Thomastown West OSHClub,Centre-Based Care,THOMASTOWN,3074,40,Meeting NQS,No,No,No,Yes,No,No,No,87
2709,Pinewood OSHClub,Centre-Based Care,MOUNT WAVERLEY,3149,161,Meeting NQS,No,No,No,Yes,Yes,Yes,No,76
2710,Upwey PS TheirCare,Centre-Based Care,UPWEY,3158,29,Meeting NQS,No,No,No,Yes,Yes,No,No,200
2711,Camp Australia - Cranbourne East Primary School OSHC,Centre-Based Care,CRANBOURNE,3977,95,Meeting NQS,No,No,No,Yes,Yes,Yes,No,141
2712,Camp Australia - St Justin's Catholic Primary School OSHC,Centre-Based Care,WHEELERS HILL,3150,70,Meeting NQS,No,No,No,Yes,Yes,No,No,57
2713,Kelly Club OSHC St Bernadettes Primary School,Centre-Based Care,IVANHOE WEST,3079,45,Working Towards NQS,No,No,No,Yes,Yes,No,No,173
2714,Mary Immaculate OSHClub,Centre-Based Care,IVANHOE,3079,30,Meeting NQS,No,No,No,Yes,Yes,No,No,56
2715,Camp Australia - St Mary Magdalen's Primary School OSHC,Centre-Based Care,CHADSTONE,3148,24,Meeting NQS,No,No,No,Yes,No,No,No,150
2716,St Mary's OSHClub,Centre-Based Care,WILLIAMSTOWN,3016,75,Meeting NQS,No,No,No,Yes,No,No,No,172
2717,Christ Our Holy Redeemer OSHC,Centre-Based Care,OAKLEIGH,3166,45,Meeting NQS,No,No,No,Yes,Yes,No,No,138
2718,Camp Australia - Mullum Primary School OSHC,Centre-Based Care,RINGWOOD,3134,56,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,142
2719,Oakleigh Primary School and Kindergarten OSHC,Centre-Based Care,OAKLEIGH,3166,144,Exceeding NQS,No,Yes,No,Yes,Yes,No,No,111
2720,TeamKids - Rowville Primary,Centre-Based Care,ROWVILLE,3178,98,Meeting NQS,No,No,No,Yes,Yes,Yes,No,98
2721,Camp Australia - Healesville Primary School OSHC,Centre-Based Care,HEALESVILLE,3777,75,Meeting NQS,No,No,No,Yes,Yes,No,No,72
2722,Coburg OSHClub,Centre-Based Care,COBURG,3058,65,Meeting NQS,No,No,No,Yes,Yes,Yes,No,98
2723,Roberts McCubbin OSHClub,Centre-Based Care,BOX HILL SOUTH,3128,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,112
2724,Gormandale Kindergarten,Centre-Based Care,GORMANDALE,3873,19,Exceeding NQS,No,Yes,No,No,No,No,No,94
2725,Our Holy Redeemer Outside School Hours Care,Centre-Based Care,SURREY HILLS,3127,40,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,187
2726,Amsleigh Park Primary School OSHC,Centre-Based Care,OAKLEIGH EAST,3166,55,Meeting NQS,No,No,No,Yes,Yes,No,No,124
2727,Sacred Heart PS OSHC - Extend,Centre-Based Care,PRESTON,3072,30,Exceeding NQS,No,No,No,Yes,No,No,No,113
2728,Camp Australia - Billanook College OSHC,Centre-Based Care,MOOROOLBARK,3138,60,Meeting NQS,No,No,No,Yes,Yes,Yes,No,185
2729,Camp Australia - Plenty Valley Christian College OSHC,Centre-Based Care,DOREEN,3754,40,Meeting NQS,No,No,No,Yes,Yes,Yes,No,85
2730,Team Holiday - Glen Waverley,Centre-Based Care,GLEN WAVERLEY,3150,60,Meeting NQS,No,No,No,No,No,Yes,No,195
2731,Rangeview OSHClub,Centre-Based Care,MITCHAM,3132,150,Exceeding NQS,No,No,No,Yes,Yes,Yes,No,89
2732,Laurimar Kindergarten,Centre-Based Care,DOREEN,3754,90,Exceeding NQS,No,No,Yes,No,No,No,No,93
2733,Camp Australia - Lyndhurst Primary School OSHC,Centre-Based Care,LYNDHURST,3975,130,Meeting NQS,No,No,No,Yes,Yes,Yes,No,195
2734,Big Childcare - Caulfield Grammar Wheelers Hill OSHC,Centre-Based Care,WHEELERS HILL,3150,100,Meeting NQS,No,No,No,Yes,Yes,Yes,No,154
2735,Academy For Kids Coburg,Centre-Based Care,COBURG,3058,50,Working Towards NQS,No,No,No,Yes,Yes,No,No,198
2736,Academy For Kids,Centre-Based Care,RESERVOIR,3073,50,Working Towards NQS,No,No,No,Yes,Yes,No,No,165
2737,Northcote OSHClub,Centre-Based Care,NORTHCOTE,3070,79,Meeting NQS,No,No,No,Yes,Yes,Yes,No,89
2738,Bambini Child Care Services,Family Day Care,BURWOOD EAST,3151,,Working Towards NQS,No,No,No,No,No,No,No,95
2739,Divrei Emineh,Centre-Based Care,BRIGHTON,3186,69,Exceeding NQS,Yes,No,No,No,No,No,No,61
2740,Chum Creek Primary School OSHC,Centre-Based Care,CHUM CREEK,3777,15,Meeting NQS,No,No,No,Yes,No,Yes,No,89
2741,Our Lady of Perpetual Help OSHC - Extend,Centre-Based Care,RINGWOOD,3134,44,Working Towards NQS,No,No,No,Yes,Yes,No,No,108
2742,Camp Australia - Essendon North Primary School OSHC,Centre-Based Care,ESSENDON NORTH,3041,125,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,155
2743,Ringwood Heights Primary School OSHClub,Centre-Based Care,RINGWOOD,3134,44,Meeting NQS,No,No,No,Yes,Yes,Yes,No,143
2744,Camp Australia - Trinity Lutheran College - Mildura OSHC,Centre-Based Care,MILDURA,3500,45,Working Towards NQS,No,No,No,Yes,No,No,No,176
2745,Romsey Early Education Centre,Centre-Based Care,ROMSEY,3434,40,Meeting NQS,Yes,No,No,No,No,No,No,106
2746,Lancefield Early Education Centre,Centre-Based Care,LANCEFIELD,3435,45,Working Towards NQS,Yes,No,No,No,No,No,No,132
2747,Coragulac & District Kindergarten,Centre-Based Care,CORAGULAC,3249,24,Exceeding NQS,No,No,Yes,No,No,No,No,94
2748,Kew Primary OSHClub,Centre-Based Care,KEW,3101,120,Exceeding NQS,No,No,No,Yes,Yes,Yes,No,158
2749,Guardian Childcare & Education Prahran,Centre-Based Care,PRAHRAN,3181,42,Exceeding NQS,Yes,No,No,No,No,No,No,57
2750,Cire Children’s Services Mount Evelyn,Centre-Based Care,MOUNT EVELYN,3796,66,Exceeding NQS,Yes,No,No,No,No,Yes,No,93
2751,Seaford Early Learning & Kinder,Centre-Based Care,SEAFORD,3198,40,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,110
2752,Camp Australia - Holy Name Primary School OSHC,Centre-Based Care,RESERVOIR,3073,30,Working Towards NQS,No,No,No,Yes,No,No,No,156
2753,Guardian Childcare & Education Oakleigh East,Centre-Based Care,OAKLEIGH EAST,3166,106,Meeting NQS,Yes,No,No,No,No,No,No,130
2754,Newlands Out of School Hours Program,Centre-Based Care,COBURG,3058,60,Working Towards NQS,No,No,No,Yes,No,No,No,143
2755,Camp Australia - Yarra Valley Grammar School OSHC,Centre-Based Care,RINGWOOD,3134,45,Meeting NQS,No,No,No,Yes,Yes,Yes,No,125
2756,Macclesfield PS Combined OSHC,Centre-Based Care,MACCLESFIELD,3782,40,Meeting NQS,No,No,No,Yes,Yes,No,No,157
2757,Bayswater North OSHClub,Centre-Based Care,BAYSWATER NORTH,3153,30,Meeting NQS,No,No,No,Yes,No,No,No,56
2758,St Scholastica’s OSHClub,Centre-Based Care,BENNETTSWOOD,3125,30,Meeting NQS,No,No,No,Yes,Yes,No,No,176
2759,Gowrie Victoria Clare Court,Centre-Based Care,YARRAVILLE,3013,165,Meeting NQS,Yes,No,No,No,No,Yes,No,124
2760,Apollo Parkways P.S. OSHC,Centre-Based Care,GREENSBOROUGH,3088,140,Working Towards NQS,No,No,No,Yes,Yes,No,No,147
2761,Ringwood North Primary School OSHC,Centre-Based Care,RINGWOOD NORTH,3134,90,Meeting NQS,No,No,No,Yes,Yes,No,No,118
2762,Tintern Grammar Early Learning Centre & OSHC,Centre-Based Care,RINGWOOD EAST,3135,128,Exceeding NQS,No,Yes,No,Yes,No,Yes,No,53
2763,TeamKids - Orchard Grove Primary,Centre-Based Care,BLACKBURN SOUTH,3130,90,Meeting NQS,No,No,No,Yes,Yes,Yes,No,134
2764,Sacred Heart Parish School OSHClub,Centre-Based Care,DIAMOND CREEK,3089,45,Meeting NQS,No,No,No,Yes,Yes,No,No,112
2765,St Patricks Outside School Hours Care - Koroit,Centre-Based Care,KOROIT,3282,15,Meeting NQS,No,No,No,Yes,No,No,No,123
2766,Geelong West/Ashby Primary School After School Care Activities Program,Centre-Based Care,GEELONG WEST,3218,90,Working Towards NQS,No,No,No,Yes,Yes,No,No,118
2767,Wantirna Primary School Out of School Hours Service,Centre-Based Care,WANTIRNA,3152,30,Working Towards NQS,No,No,No,Yes,Yes,No,No,54
2768,St Peter Julian Eymard OSHC,Centre-Based Care,MOOROOLBARK,3138,75,Exceeding NQS,No,No,No,Yes,Yes,No,No,159
2769,Bellaire Primary School OSHC Program,Centre-Based Care,HIGHTON,3216,120,Meeting NQS,No,No,No,Yes,Yes,No,No,187
2770,Melton Early Learning Kinders,Centre-Based Care,MELTON,3337,71,Meeting NQS,Yes,No,No,No,No,No,No,185
2771,Point Cook World of Learning,Centre-Based Care,POINT COOK,3030,85,Meeting NQS,Yes,No,No,No,No,No,No,134
2772,Guardian Childcare & Education Hillside,Centre-Based Care,HILLSIDE,3037,93,Meeting NQS,Yes,No,No,No,No,No,No,99
2773,Aussie Kindies Early Learning Creswick,Centre-Based Care,CRESWICK,3363,84,Meeting NQS,Yes,No,No,No,No,No,No,191
2774,Maria Montessori Preschool,Centre-Based Care,WHEELERS HILL,3150,54,Meeting NQS,Yes,No,Yes,No,No,No,No,81
2775,Guardian Childcare & Education Essendon,Centre-Based Care,ESSENDON,3040,131,Exceeding NQS,Yes,No,No,No,No,No,No,85
2776,Clifton Springs Primary School Outside School Hours Care,Centre-Based Care,CLIFTON SPRINGS,3222,93,Meeting NQS,No,No,No,Yes,Yes,Yes,No,59
2777,Mt Dandenong Preschool,Centre-Based Care,MOUNT DANDENONG,3767,40,Exceeding NQS,No,No,Yes,No,No,No,No,124
2778,TimeOut Educare,Centre-Based Care,NORTHCOTE,3070,94,Exceeding NQS,Yes,No,No,No,No,No,No,179
2779,Camp Australia - Camberwell Boys Grammar Junior School OSHC,Centre-Based Care,CANTERBURY,3126,30,Meeting NQS,No,No,No,Yes,No,No,No,184
2780,St Andrews Primary School Outside School Hours Care,Centre-Based Care,ST ANDREWS,3761,15,Working Towards NQS,No,No,No,Yes,Yes,No,No,109
2781,Wales Street Primary School,Centre-Based Care,THORNBURY,3071,160,Exceeding NQS,No,No,No,Yes,Yes,No,No,160
2782,Torquay College Outside School Hours Care,Centre-Based Care,TORQUAY,3228,150,Working Towards NQS,No,No,No,Yes,Yes,No,No,119
2783,Port Fairy Consolidated School - OSHC,Centre-Based Care,PORT FAIRY,3284,30,Meeting NQS,No,No,No,Yes,Yes,No,No,185
2784,TeamKids - Ivanhoe Girls Grammar,Centre-Based Care,IVANHOE,3079,50,Meeting NQS,No,No,No,Yes,No,Yes,No,82
2785,Whittlesea PS TheirCare,Centre-Based Care,WHITTLESEA,3757,75,Exceeding NQS,No,No,No,Yes,Yes,Yes,No,140
2786,Reservoir Primary Combined Out of School Hours Care,Centre-Based Care,RESERVOIR,3073,60,Working Towards NQS,No,No,No,Yes,Yes,No,No,138
2787,Yackandandah Kindergarten,Centre-Based Care,YACKANDANDAH,3749,52,Meeting NQS,No,No,Yes,No,No,No,No,171
2788,Launching Place PS OSHC - Extend,Centre-Based Care,LAUNCHING PLACE,3139,30,Working Towards NQS,No,No,No,Yes,Yes,Yes,No,167
2789,Camp Australia - Knox Park Primary School OSHC,Centre-Based Care,KNOXFIELD,3180,80,Meeting NQS,No,No,No,Yes,Yes,Yes,No,66
2790,Templestowe Valley Primary School - OSHC,Centre-Based Care,TEMPLESTOWE LOWER,3107,80,Meeting NQS,No,No,No,Yes,Yes,No,No,154
2791,Our Lady Help of Christians OSHClub,Centre-Based Care,ELTHAM,3095,50,Meeting NQS,No,No,No,Yes,Yes,Yes,No,99
2792,Moriac Primary School Out Of School Hours Care (After Care),Centre-Based Care,MORIAC,3240,50,Meeting NQS,No,No,No,Yes,No,No,No,197
2793,Camp Australia - St Mary's School Greensborough OSHC,Centre-Based Care,GREENSBOROUGH,3088,110,Meeting NQS,No,No,No,Yes,Yes,Yes,No,83
2794,The Grange Community Centre,Centre-Based Care,HOPPERS CROSSING,3029,89,Meeting NQS,No,No,No,Yes,Yes,Yes,No,141
2795,Sparrow Early Learning Tarneit Central,Centre-Based Care,TARNEIT,3029,120,Meeting NQS,Yes,No,No,Yes,Yes,Yes,No,56
2796,St Joseph's OSHClub,Centre-Based Care,BRUNSWICK WEST,3055,50,Meeting NQS,No,No,No,Yes,Yes,No,No,177
2797,NCCP - Early Learning Centre,Centre-Based Care,NUNAWADING,3131,130,Meeting NQS,No,Yes,No,Yes,Yes,Yes,No,125
2798,Camp Australia - Boronia K-12 College OSHC,Centre-Based Care,BORONIA,3155,30,Meeting NQS,No,No,No,Yes,Yes,No,No,54
2799,Coburg West Primary School Out of School Hours Care,Centre-Based Care,COBURG,3058,120,Exceeding NQS,No,No,No,Yes,Yes,No,No,150
2800,Bellarine Kids Early Learning Centre,Centre-Based Care,MOOLAP,3224,144,Meeting NQS,Yes,No,Yes,No,No,No,No,69
2801,Good Samaritan Care OSHC,Centre-Based Care,ROXBURGH PARK,3064,90,Meeting NQS,No,No,No,Yes,Yes,No,No,149
2802,Quantin Binnah Community Centre,Centre-Based Care,WERRIBEE,3030,203,Exceeding NQS,Yes,No,Yes,Yes,Yes,Yes,No,144
2803,Keon Park Kindergarten,Centre-Based Care,RESERVOIR,3073,33,Exceeding NQS,No,No,Yes,No,No,No,No,125
2804,Gilson College OSHC and Children's  Centre,Centre-Based Care,TAYLORS HILL,3037,120,Working Towards NQS,No,Yes,No,Yes,Yes,Yes,No,98
2805,BlueFit Kids Emmaus Catholic Primary School,Centre-Based Care,SYDENHAM,3037,60,Meeting NQS,No,No,No,Yes,Yes,No,No,108
2806,TeamKids - Brunswick South Primary,Centre-Based Care,BRUNSWICK,3056,100,Meeting NQS,No,No,No,Yes,Yes,Yes,No,128
2807,St Francis of Assisi Out of School Care Program,Centre-Based Care,MILL PARK,3082,148,Exceeding NQS,No,No,No,Yes,Yes,No,No,54
2808,Holy Spirit Community School OSHC - Extend,Centre-Based Care,RINGWOOD NORTH,3134,60,Exceeding NQS,No,No,No,Yes,Yes,Yes,No,170
